MAT_PONTO;NUM_REGISTRO;DATA;HORA;PIS
000000775;3;04022019;1505;123456789021
000000776;3;04022019;1507;123456789002
000000777;3;04022019;1509;123456789029
000000778;3;04022019;1510;123456789024
000000779;3;04022019;1512;123456789003
000000780;3;04022019;1524;123456789016
000000781;3;04022019;1525;123456789010
000000782;3;04022019;1530;123456789015
000000783;3;04022019;1544;123456789040
000000784;3;04022019;1549;123456789008
000000785;3;04022019;1554;123456789006
000000786;3;04022019;1608;123456789037
000000787;3;04022019;1633;123456789009
000000788;3;04022019;1711;123456789017
000000789;3;04022019;1842;123456789038
000000790;3;05022019;0718;123456789034
000000791;3;05022019;0730;123456789037
000000792;3;05022019;0732;123456789035
000000793;3;05022019;0734;123456789038
000000794;3;05022019;0737;123456789002
000000795;3;05022019;0738;123456789001
000000796;3;05022019;0740;123456789008
000000797;3;05022019;0747;123456789039
000000798;3;05022019;0751;123456789009
000000799;3;05022019;0753;123456789044
000000800;3;05022019;0753;123456789031
000000801;3;05022019;0755;123456789036
000000802;3;05022019;0756;123456789003
000000803;3;05022019;0758;123456789011
000000804;3;05022019;0758;123456789045
000000805;3;05022019;0759;123456789012
000000806;3;05022019;0759;123456789004
000000807;3;05022019;0801;123456789030
000000808;3;05022019;0804;123456789029
000000809;3;05022019;0804;123456789046
000000810;3;05022019;0805;123456789015
000000811;3;05022019;0805;123456789040
000000812;3;05022019;0806;123456789005
000000813;3;05022019;0807;123456789033
000000814;3;05022019;0808;123456789013
000000815;3;05022019;0811;123456789007
000000816;3;05022019;0813;123456789006
000000817;3;05022019;0818;123456789019
000000818;3;05022019;0819;123456789022
000000819;3;05022019;0826;123456789041
000000820;3;05022019;0826;123456789010
000000821;3;05022019;0828;123456789016
000000822;3;05022019;0828;123456789017
000000823;3;05022019;0830;123456789021
000000824;3;05022019;0833;123456789027
000000825;3;05022019;0838;123456789023
000000826;3;05022019;0841;123456789014
000000827;3;05022019;0844;123456789024
000000828;3;05022019;0858;123456789020
000000829;3;05022019;0859;123456789025
000000830;3;05022019;0929;123456789026
000000831;3;05022019;0934;123456789018
000000832;3;05022019;1036;123456789028
000000833;3;05022019;1331;123456789017
000000834;3;05022019;1337;123456789018
000000835;3;05022019;1400;123456789011
000000836;3;05022019;1408;123456789025
000000837;3;05022019;1409;123456789013
000000838;3;05022019;1409;123456789020
000000839;3;05022019;1409;123456789012
000000840;3;05022019;1409;123456789023
000000841;3;05022019;1423;123456789030
000000842;3;05022019;1430;123456789028
000000843;3;05022019;1430;123456789045
000000844;3;05022019;1430;123456789005
000000845;3;05022019;1447;123456789036
000000846;3;05022019;1459;123456789019
000000847;3;05022019;1500;123456789039
000000848;3;05022019;1501;123456789033
000000849;3;05022019;1501;123456789034
000000850;3;05022019;1501;123456789021
000000851;3;05022019;1502;123456789044
000000852;3;05022019;1502;123456789046
000000853;3;05022019;1503;123456789031
000000854;3;05022019;1504;123456789041
000000855;3;05022019;1504;123456789022
000000856;3;05022019;1505;123456789026
000000857;3;05022019;1506;123456789003
000000858;3;05022019;1509;123456789004
000000859;3;05022019;1509;123456789001
000000860;3;05022019;1512;123456789035
000000861;3;05022019;1515;123456789029
000000862;3;05022019;1517;123456789008
000000863;3;05022019;1518;123456789002
000000864;3;05022019;1518;123456789037
000000865;3;05022019;1527;123456789024
000000866;3;05022019;1530;123456789010
000000867;3;05022019;1531;123456789006
000000868;3;05022019;1532;123456789015
000000869;3;05022019;1537;123456789016
000000870;3;05022019;1612;123456789038
000000871;3;05022019;1641;123456789009
000000872;3;05022019;1705;123456789027
000000873;3;05022019;1705;123456789040
000000874;3;06022019;0718;123456789034
000000875;3;06022019;0726;123456789006
000000876;3;06022019;0726;123456789037
000000877;3;06022019;0730;123456789038
000000878;3;06022019;0732;123456789044
000000879;3;06022019;0735;123456789047
000000880;3;06022019;0737;123456789022
000000881;3;06022019;0737;123456789036
000000882;3;06022019;0738;123456789005
000000883;3;06022019;0742;123456789012
000000884;3;06022019;0743;123456789040
000000885;3;06022019;0744;123456789001
000000886;3;06022019;0747;123456789004
000000887;3;06022019;0748;123456789002
000000888;3;06022019;0749;123456789009
000000889;3;06022019;0751;123456789008
000000890;3;06022019;0752;123456789039
000000891;3;06022019;0800;123456789029
000000892;3;06022019;0801;123456789033
000000893;3;06022019;0801;123456789046
000000894;3;06022019;0802;123456789019
000000895;3;06022019;0803;123456789030
000000896;3;06022019;0805;123456789003
000000897;3;06022019;0807;123456789031
000000898;3;06022019;0807;123456789045
000000899;3;06022019;0809;123456789021
000000900;3;06022019;0809;123456789011
000000901;3;06022019;0810;123456789035
000000902;3;06022019;0811;123456789007
000000903;3;06022019;0812;123456789015
000000904;3;06022019;0816;123456789017
000000905;3;06022019;0817;123456789014
000000906;3;06022019;0817;123456789041
000000907;3;06022019;0817;123456789013
000000908;3;06022019;0820;123456789010
000000909;3;06022019;0820;123456789020
000000910;3;06022019;0823;123456789016
000000911;3;06022019;0825;123456789048
000000912;3;06022019;0835;123456789023
000000913;3;06022019;0836;123456789018
000000914;3;06022019;0845;123456789024
000000915;3;06022019;0903;123456789025
000000916;3;06022019;0905;123456789028
000000917;3;06022019;0926;123456789027
000000918;3;06022019;0950;123456789026
000000919;3;06022019;1000;123456789049
000000920;3;06022019;1238;123456789025
000000921;3;06022019;1328;123456789019
000000922;3;06022019;1345;123456789020
000000923;3;06022019;1358;123456789030
000000924;3;06022019;1400;123456789011
000000925;3;06022019;1413;123456789012
000000926;3;06022019;1414;123456789014
000000927;3;06022019;1420;123456789023
000000928;3;06022019;1421;123456789028
000000929;3;06022019;1428;123456789045
000000930;3;06022019;1428;123456789005
000000931;3;06022019;1451;123456789031
000000932;3;06022019;1500;123456789036
000000933;3;06022019;1501;123456789021
000000934;3;06022019;1501;123456789018
000000935;3;06022019;1501;123456789033
000000936;3;06022019;1501;123456789046
000000937;3;06022019;1501;123456789034
000000938;3;06022019;1501;123456789039
000000939;3;06022019;1502;123456789044
000000940;3;06022019;1502;123456789048
000000941;3;06022019;1503;123456789024
000000942;3;06022019;1503;123456789035
000000943;3;06022019;1504;123456789007
000000944;3;06022019;1504;123456789001
000000945;3;06022019;1504;123456789022
000000946;3;06022019;1509;123456789003
000000947;3;06022019;1513;123456789047
000000948;3;06022019;1513;123456789004
000000949;3;06022019;1514;123456789029
000000950;3;06022019;1514;123456789016
000000951;3;06022019;1514;123456789041
000000952;3;06022019;1519;123456789002
000000953;3;06022019;1526;123456789015
000000954;3;06022019;1527;123456789010
000000955;3;06022019;1531;123456789040
000000956;3;06022019;1532;123456789008
000000957;3;06022019;1613;123456789027
000000958;3;06022019;1625;123456789017
000000959;3;06022019;1646;123456789009
000000960;3;06022019;1736;123456789038
000000961;3;06022019;1816;123456789037
000000962;3;06022019;1817;123456789006
000000963;3;07022019;0718;123456789034
000000964;3;07022019;0720;123456789037
000000965;3;07022019;0733;123456789048
000000966;3;07022019;0737;123456789036
000000967;3;07022019;0743;123456789004
000000968;3;07022019;0744;123456789033
000000969;3;07022019;0745;123456789030
000000970;3;07022019;0746;123456789001
000000971;3;07022019;0747;123456789039
000000972;3;07022019;0748;123456789009
000000973;3;07022019;0748;123456789005
000000974;3;07022019;0750;123456789006
000000975;3;07022019;0755;123456789002
000000976;3;07022019;0756;123456789040
000000977;3;07022019;0757;123456789038
000000978;3;07022019;0757;123456789012
000000979;3;07022019;0800;123456789031
000000980;3;07022019;0800;123456789029
000000981;3;07022019;0800;123456789011
000000982;3;07022019;0800;123456789008
000000983;3;07022019;0801;123456789022
000000984;3;07022019;0805;123456789003
000000985;3;07022019;0810;123456789035
000000986;3;07022019;0810;123456789007
000000987;3;07022019;0811;123456789014
000000988;3;07022019;0811;123456789013
000000989;3;07022019;0812;123456789019
000000990;3;07022019;0813;123456789046
000000991;3;07022019;0813;123456789018
000000992;3;07022019;0813;123456789010
000000993;3;07022019;0815;123456789044
000000994;3;07022019;0819;123456789047
000000995;3;07022019;0819;123456789016
000000996;3;07022019;0823;123456789017
000000997;3;07022019;0826;123456789041
000000998;3;07022019;0830;123456789021
000000999;3;07022019;0831;123456789027
000001000;3;07022019;0835;123456789045
