MAT_PONTO;NUM_REGISTRO;DATA;HORA;PIS
000000313;3;28012019;0755;123456789031
000000314;3;28012019;0756;123456789044
000000315;3;28012019;0758;123456789011
000000316;3;28012019;0758;123456789008
000000317;3;28012019;0801;123456789009
000000318;3;28012019;0808;123456789020
000000319;3;28012019;0808;123456789040
000000320;3;28012019;0809;123456789045
000000321;3;28012019;0810;123456789015
000000322;3;28012019;0811;123456789012
000000323;3;28012019;0811;123456789006
000000324;3;28012019;0813;123456789007
000000325;3;28012019;0813;123456789010
000000326;3;28012019;0814;123456789013
000000327;3;28012019;0818;123456789014
000000328;3;28012019;0819;123456789005
000000329;3;28012019;0823;123456789021
000000330;3;28012019;0824;123456789016
000000331;3;28012019;0825;123456789023
000000332;3;28012019;0826;123456789019
000000333;3;28012019;0831;123456789032
000000334;3;28012019;0831;123456789041
000000335;3;28012019;0831;123456789024
000000336;3;28012019;0832;123456789017
000000337;3;28012019;0835;123456789018
000000338;3;28012019;0835;123456789027
000000339;3;28012019;0859;123456789025
000000340;3;28012019;0911;123456789028
000000341;3;28012019;0923;123456789026
000000342;3;28012019;1326;123456789005
000000343;3;28012019;1356;123456789014
000000344;3;28012019;1400;123456789011
000000345;3;28012019;1401;123456789028
000000346;3;28012019;1404;123456789012
000000347;3;28012019;1405;123456789020
000000348;3;28012019;1410;123456789030
000000349;3;28012019;1410;123456789025
000000350;3;28012019;1412;123456789013
000000351;3;28012019;1418;123456789023
000000352;3;28012019;1419;123456789045
000000353;3;28012019;1450;123456789031
000000354;3;28012019;1500;123456789037
000000355;3;28012019;1500;123456789033
000000356;3;28012019;1500;123456789039
000000357;3;28012019;1501;123456789021
000000358;3;28012019;1501;123456789022
000000359;3;28012019;1502;123456789018
000000360;3;28012019;1503;123456789019
000000361;3;28012019;1503;123456789044
000000362;3;28012019;1504;123456789010
000000363;3;28012019;1505;123456789001
000000364;3;28012019;1505;123456789041
000000365;3;28012019;1506;123456789034
000000366;3;28012019;1506;123456789007
000000367;3;28012019;1506;123456789029
000000368;3;28012019;1507;123456789002
000000369;3;28012019;1507;123456789032
000000370;3;28012019;1508;123456789003
000000371;3;28012019;1510;123456789009
000000372;3;28012019;1510;123456789038
000000373;3;28012019;1516;123456789026
000000374;3;28012019;1517;123456789036
000000375;3;28012019;1520;123456789008
000000376;3;28012019;1521;123456789024
000000377;3;28012019;1521;123456789004
000000378;3;28012019;1524;123456789015
000000379;3;28012019;1525;123456789040
000000380;3;28012019;1527;123456789006
000000381;3;28012019;1543;123456789016
000000382;3;28012019;1606;123456789027
000000383;3;28012019;1744;123456789017
000000384;3;29012019;0709;123456789032
000000385;3;29012019;0718;123456789034
000000386;3;29012019;0721;123456789037
000000387;3;29012019;0741;123456789006
000000388;3;29012019;0742;123456789004
000000389;3;29012019;0742;123456789009
000000390;3;29012019;0745;123456789036
000000391;3;29012019;0748;123456789022
000000392;3;29012019;0750;123456789039
000000393;3;29012019;0752;123456789012
000000394;3;29012019;0753;123456789001
000000395;3;29012019;0753;123456789038
000000396;3;29012019;0755;123456789029
000000397;3;29012019;0756;123456789017
000000398;3;29012019;0757;123456789011
000000399;3;29012019;0757;123456789031
000000400;3;29012019;0802;123456789005
000000401;3;29012019;0804;123456789040
000000402;3;29012019;0805;123456789008
000000403;3;29012019;0806;123456789003
000000404;3;29012019;0807;123456789033
000000405;3;29012019;0808;123456789007
000000406;3;29012019;0810;123456789020
000000407;3;29012019;0811;123456789019
000000408;3;29012019;0812;123456789013
000000409;3;29012019;0812;123456789044
000000410;3;29012019;0814;123456789045
000000411;3;29012019;0815;123456789041
000000412;3;29012019;0816;123456789015
000000413;3;29012019;0817;123456789018
000000414;3;29012019;0817;123456789016
000000415;3;29012019;0822;123456789010
000000416;3;29012019;0822;123456789030
000000417;3;29012019;0826;123456789021
000000418;3;29012019;0828;123456789027
000000419;3;29012019;0838;123456789023
000000420;3;29012019;0845;123456789014
000000421;3;29012019;0846;123456789028
000000422;3;29012019;0850;123456789024
000000423;3;29012019;0858;123456789025
000000424;3;29012019;0924;123456789026
000000425;3;29012019;1011;123456789002
000000426;3;29012019;1340;123456789017
000000427;3;29012019;1346;123456789014
000000428;3;29012019;1359;123456789013
000000429;3;29012019;1400;123456789011
000000430;3;29012019;1402;123456789025
000000431;3;29012019;1404;123456789005
000000432;3;29012019;1405;123456789030
000000433;3;29012019;1406;123456789012
000000434;3;29012019;1418;123456789028
000000435;3;29012019;1419;123456789023
000000436;3;29012019;1425;123456789041
000000437;3;29012019;1431;123456789020
000000438;3;29012019;1500;123456789022
000000439;3;29012019;1500;123456789019
000000440;3;29012019;1500;123456789031
000000441;3;29012019;1501;123456789001
000000442;3;29012019;1501;123456789033
000000443;3;29012019;1501;123456789044
000000444;3;29012019;1502;123456789039
000000445;3;29012019;1503;123456789026
000000446;3;29012019;1503;123456789034
000000447;3;29012019;1505;123456789038
000000448;3;29012019;1506;123456789024
000000449;3;29012019;1508;123456789007
000000450;3;29012019;1508;123456789010
000000451;3;29012019;1509;123456789003
000000452;3;29012019;1511;123456789008
000000453;3;29012019;1512;123456789036
000000454;3;29012019;1514;123456789016
000000455;3;29012019;1517;123456789009
000000456;3;29012019;1521;123456789045
000000457;3;29012019;1522;123456789029
000000458;3;29012019;1531;123456789002
000000459;3;29012019;1534;123456789027
000000460;3;29012019;1534;123456789018
000000461;3;29012019;1549;123456789015
000000462;3;29012019;1549;123456789040
000000463;3;29012019;1600;123456789037
000000464;3;29012019;1600;123456789006
000000465;3;29012019;1624;123456789004
000000466;3;29012019;1740;123456789032
000000467;3;30012019;0649;123456789032
000000468;3;30012019;0717;123456789009
000000469;3;30012019;0718;123456789034
000000470;3;30012019;0731;123456789029
000000471;3;30012019;0735;123456789004
000000472;3;30012019;0736;123456789022
000000473;3;30012019;0736;123456789012
000000474;3;30012019;0741;123456789044
000000475;3;30012019;0741;123456789036
000000476;3;30012019;0741;123456789037
000000477;3;30012019;0746;123456789001
000000478;3;30012019;0749;123456789039
000000479;3;30012019;0755;123456789002
000000480;3;30012019;0756;123456789041
000000481;3;30012019;0757;123456789033
000000482;3;30012019;0757;123456789030
000000483;3;30012019;0759;123456789031
000000484;3;30012019;0801;123456789007
000000485;3;30012019;0804;123456789008
000000486;3;30012019;0805;123456789038
000000487;3;30012019;0808;123456789003
000000488;3;30012019;0808;123456789005
000000489;3;30012019;0810;123456789013
000000490;3;30012019;0810;123456789015
000000491;3;30012019;0810;123456789011
000000492;3;30012019;0811;123456789045
000000493;3;30012019;0813;123456789020
000000494;3;30012019;0819;123456789014
000000495;3;30012019;0820;123456789016
000000496;3;30012019;0821;123456789006
000000497;3;30012019;0825;123456789017
000000498;3;30012019;0827;123456789010
000000499;3;30012019;0830;123456789019
000000500;3;30012019;0833;123456789023
000000501;3;30012019;0837;123456789021
000000502;3;30012019;0839;123456789024
000000503;3;30012019;0848;123456789027
000000504;3;30012019;0849;123456789040
000000505;3;30012019;0857;123456789028
000000506;3;30012019;0858;123456789025
000000507;3;30012019;0901;123456789026
000000508;3;30012019;1341;123456789014
000000509;3;30012019;1348;123456789013
000000510;3;30012019;1349;123456789038
000000511;3;30012019;1359;123456789020
000000512;3;30012019;1400;123456789011
000000513;3;30012019;1400;123456789025
000000514;3;30012019;1401;123456789012
000000515;3;30012019;1406;123456789028
000000516;3;30012019;1409;123456789023
000000517;3;30012019;1416;123456789030
000000518;3;30012019;1445;123456789029
000000519;3;30012019;1454;123456789031
000000520;3;30012019;1455;123456789005
000000521;3;30012019;1500;123456789039
000000522;3;30012019;1500;123456789044
000000523;3;30012019;1501;123456789034
000000524;3;30012019;1502;123456789007
000000525;3;30012019;1502;123456789022
000000526;3;30012019;1502;123456789024
000000527;3;30012019;1502;123456789033
000000528;3;30012019;1504;123456789019
000000529;3;30012019;1505;123456789015
000000530;3;30012019;1505;123456789001
000000531;3;30012019;1511;123456789026
000000532;3;30012019;1512;123456789002
000000533;3;30012019;1512;123456789009
000000534;3;30012019;1513;123456789003
000000535;3;30012019;1514;123456789041
000000536;3;30012019;1519;123456789008
000000537;3;30012019;1535;123456789016
000000538;3;30012019;1538;123456789010
000000539;3;30012019;1600;123456789045
000000540;3;30012019;1600;123456789036
000000541;3;30012019;1615;123456789006
000000542;3;30012019;1617;123456789004
000000543;3;30012019;1632;123456789037
000000544;3;30012019;1637;123456789027
000000545;3;30012019;1639;123456789032
000000546;3;30012019;1642;123456789032
000000547;3;30012019;1827;123456789017
000000548;3;31012019;0609;123456789009
000000549;3;31012019;0735;123456789008
000000550;3;31012019;0736;123456789037
000000551;3;31012019;0738;123456789036
000000552;3;31012019;0741;123456789022
000000553;3;31012019;0743;123456789012
000000554;3;31012019;0749;123456789039
000000555;3;31012019;0753;123456789005
000000556;3;31012019;0753;123456789031
000000557;3;31012019;0755;123456789033
000000558;3;31012019;0757;123456789001
000000559;3;31012019;0758;123456789038
000000560;3;31012019;0758;123456789004
000000561;3;31012019;0759;123456789002
000000562;3;31012019;0804;123456789007
000000563;3;31012019;0805;123456789046
000000564;3;31012019;0805;123456789011
000000565;3;31012019;0810;123456789040
000000566;3;31012019;0812;123456789016
000000567;3;31012019;0813;123456789014
000000568;3;31012019;0814;123456789041
000000569;3;31012019;0815;123456789019
000000570;3;31012019;0817;123456789013
000000571;3;31012019;0818;123456789021
000000572;3;31012019;0822;123456789029
000000573;3;31012019;0824;123456789023
000000574;3;31012019;0825;123456789045
000000575;3;31012019;0827;123456789018
000000576;3;31012019;0828;123456789010
000000577;3;31012019;0829;123456789003
000000578;3;31012019;0829;123456789015
000000579;3;31012019;0833;123456789017
000000580;3;31012019;0838;123456789030
000000581;3;31012019;0842;123456789024
000000582;3;31012019;0845;123456789027
000000583;3;31012019;0849;123456789044
000000584;3;31012019;0853;123456789034
000000585;3;31012019;0857;123456789025
000000586;3;31012019;0920;123456789028
000000587;3;31012019;0934;123456789026
000000588;3;31012019;0948;123456789020
000000589;3;31012019;1049;123456789034
000000590;3;31012019;1110;123456789032
000000591;3;31012019;1237;123456789019
000000592;3;31012019;1315;123456789006
000000593;3;31012019;1346;123456789014
000000594;3;31012019;1359;123456789025
000000595;3;31012019;1400;123456789044
000000596;3;31012019;1400;123456789011
000000597;3;31012019;1401;123456789030
000000598;3;31012019;1405;123456789012
000000599;3;31012019;1407;123456789020
000000600;3;31012019;1413;123456789023
000000601;3;31012019;1415;123456789013
000000602;3;31012019;1451;123456789031
000000603;3;31012019;1452;123456789028
000000604;3;31012019;1457;123456789005
000000605;3;31012019;1500;123456789001
000000606;3;31012019;1500;123456789039
000000607;3;31012019;1500;123456789022
000000608;3;31012019;1500;123456789021
000000609;3;31012019;1503;123456789045
000000610;3;31012019;1503;123456789026
000000611;3;31012019;1505;123456789007
000000612;3;31012019;1505;123456789024
000000613;3;31012019;1506;123456789010
000000614;3;31012019;1507;123456789004
000000615;3;31012019;1507;123456789033
000000616;3;31012019;1511;123456789002
000000617;3;31012019;1512;123456789036
000000618;3;31012019;1513;123456789008
000000619;3;31012019;1517;123456789046
000000620;3;31012019;1517;123456789015
000000621;3;31012019;1519;123456789041
000000622;3;31012019;1521;123456789037
000000623;3;31012019;1523;123456789027
000000624;3;31012019;1523;123456789029
000000625;3;31012019;1523;123456789040
000000626;3;31012019;1523;123456789006
000000627;3;31012019;1532;123456789003
000000628;3;31012019;1532;123456789016
000000629;3;31012019;1606;123456789018
000000630;3;31012019;1636;123456789009
000000631;3;31012019;1711;123456789038
000000632;3;31012019;1725;123456789017
000000633;3;31012019;1753;123456789032
000000634;3;01022019;0700;123456789032
000000635;3;01022019;0700;123456789009
000000636;3;01022019;0722;123456789022
000000637;3;01022019;0729;123456789038
000000638;3;01022019;0737;123456789008
000000639;3;01022019;0739;123456789006
000000640;3;01022019;0743;123456789039
000000641;3;01022019;0747;123456789037
000000642;3;01022019;0748;123456789034
000000643;3;01022019;0750;123456789001
000000644;3;01022019;0754;123456789012
000000645;3;01022019;0755;123456789004
000000646;3;01022019;0757;123456789033
000000647;3;01022019;0758;123456789029
000000648;3;01022019;0759;123456789031
000000649;3;01022019;0800;123456789011
000000650;3;01022019;0805;123456789046
000000651;3;01022019;0806;123456789007
000000652;3;01022019;0807;123456789013
000000653;3;01022019;0808;123456789030
000000654;3;01022019;0813;123456789040
000000655;3;01022019;0815;123456789018
000000656;3;01022019;0817;123456789020
000000657;3;01022019;0821;123456789014
000000658;3;01022019;0822;123456789017
000000659;3;01022019;0822;123456789016
000000660;3;01022019;0823;123456789010
000000661;3;01022019;0827;123456789019
000000662;3;01022019;0829;123456789024
000000663;3;01022019;0829;123456789045
000000664;3;01022019;0831;123456789021
000000665;3;01022019;0832;123456789027
000000666;3;01022019;0835;123456789023
000000667;3;01022019;0835;123456789044
000000668;3;01022019;0845;123456789041
000000669;3;01022019;0857;123456789025
000000670;3;01022019;0859;123456789028
000000671;3;01022019;0902;123456789003
000000672;3;01022019;0914;123456789002
000000673;3;01022019;0940;123456789026
000000674;3;01022019;1016;123456789007
000000675;3;01022019;1323;123456789028
000000676;3;01022019;1348;123456789030
000000677;3;01022019;1348;123456789014
000000678;3;01022019;1349;123456789029
000000679;3;01022019;1354;123456789015
000000680;3;01022019;1400;123456789011
000000681;3;01022019;1402;123456789025
000000682;3;01022019;1404;123456789020
000000683;3;01022019;1414;123456789013
000000684;3;01022019;1416;123456789023
000000685;3;01022019;1429;123456789012
000000686;3;01022019;1430;123456789045
000000687;3;01022019;1450;123456789019
000000688;3;01022019;1457;123456789041
000000689;3;01022019;1500;123456789001
000000690;3;01022019;1500;123456789040
000000691;3;01022019;1500;123456789004
000000692;3;01022019;1500;123456789026
000000693;3;01022019;1501;123456789034
000000694;3;01022019;1501;123456789033
000000695;3;01022019;1502;123456789039
000000696;3;01022019;1503;123456789022
000000697;3;01022019;1504;123456789024
000000698;3;01022019;1505;123456789008
000000699;3;01022019;1510;123456789036
000000700;3;01022019;1511;123456789046
000000701;3;01022019;1516;123456789003
000000702;3;01022019;1519;123456789018
000000703;3;01022019;1522;123456789044
000000704;3;01022019;1530;123456789010
000000705;3;01022019;1531;123456789002
000000706;3;01022019;1548;123456789016
000000707;3;01022019;1551;123456789017
000000708;3;01022019;1613;123456789032
000000709;3;01022019;1638;123456789037
000000710;3;01022019;1638;123456789006
000000711;3;01022019;1733;123456789009
000000712;3;01022019;1807;123456789038
000000713;3;04022019;0700;123456789022
000000714;3;04022019;0722;123456789037
000000715;3;04022019;0726;123456789034
000000716;3;04022019;0729;123456789012
000000717;3;04022019;0732;123456789006
000000718;3;04022019;0742;123456789036
000000719;3;04022019;0743;123456789002
000000720;3;04022019;0752;123456789001
000000721;3;04022019;0755;123456789030
000000722;3;04022019;0756;123456789011
000000723;3;04022019;0758;123456789004
000000724;3;04022019;0800;123456789039
000000725;3;04022019;0800;123456789038
000000726;3;04022019;0802;123456789008
000000727;3;04022019;0803;123456789029
000000728;3;04022019;0805;123456789040
000000729;3;04022019;0805;123456789031
000000730;3;04022019;0805;123456789033
000000731;3;04022019;0807;123456789018
000000732;3;04022019;0807;123456789013
000000733;3;04022019;0808;123456789003
000000734;3;04022019;0809;123456789046
000000735;3;04022019;0811;123456789007
000000736;3;04022019;0813;123456789015
000000737;3;04022019;0813;123456789020
000000738;3;04022019;0813;123456789010
000000739;3;04022019;0815;123456789044
000000740;3;04022019;0816;123456789019
000000741;3;04022019;0821;123456789016
000000742;3;04022019;0822;123456789017
000000743;3;04022019;0822;123456789021
000000744;3;04022019;0823;123456789027
000000745;3;04022019;0824;123456789041
000000746;3;04022019;0830;123456789045
000000747;3;04022019;0830;123456789023
000000748;3;04022019;0853;123456789024
000000749;3;04022019;0856;123456789025
000000750;3;04022019;0858;123456789028
000000751;3;04022019;1300;123456789007
000000752;3;04022019;1300;123456789039
000000753;3;04022019;1401;123456789028
000000754;3;04022019;1402;123456789011
000000755;3;04022019;1403;123456789020
000000756;3;04022019;1403;123456789013
000000757;3;04022019;1414;123456789012
000000758;3;04022019;1422;123456789023
000000759;3;04022019;1423;123456789030
000000760;3;04022019;1427;123456789045
000000761;3;04022019;1454;123456789031
000000762;3;04022019;1455;123456789027
000000763;3;04022019;1500;123456789044
000000764;3;04022019;1500;123456789033
000000765;3;04022019;1500;123456789034
000000766;3;04022019;1500;123456789018
000000767;3;04022019;1501;123456789041
000000768;3;04022019;1501;123456789019
000000769;3;04022019;1501;123456789036
000000770;3;04022019;1502;123456789025
000000771;3;04022019;1502;123456789046
000000772;3;04022019;1503;123456789001
000000773;3;04022019;1504;123456789022
000000774;3;04022019;1505;123456789004
